Sexo,Edad,Provincia,Cantón,Distrito,Nivel Educativo,Tiene Trabajo ,Ocupacion,Modalidad,Estado Civil,Jefe de Familia,Edad del jefe de familia,Sexo del jefe de familia,Nivel educativo del jefe de familia,Ocupación del jefe del hogar,Hace las compras,Toma decisiones administrativas,Material de pisos,Tienen empleada domestica,Dormitorios,Baños,Automóviles,Aspiradora,Lavadora,Secadora,Calentador,Home Theater,Videojuegos,Computadora,Internet,Es padre o encargado,Orientación sexual,Compra por internet 3 meses,Compra por internet 30 días,Ultima vez Internet,Servicio de streaming,Televisión ONLINE
Hombre,45,Heredia,Heredia,San Francisco,Secundaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,45,Hombre,Secundaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Tres,Dos,Ninguno,No,Si,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Mujer,43,Limón,Guácimo,Guácimo,Universitaria Incompleta,No,Desocupado,No aplica,Separado(a) '/' Divorciado (a),Si,43,Mujer,Universitaria Incompleta,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,Si,No,No,No,No,No,No,Si,Heterosexual,Si,Si,Ayer,No,No
Mujer,43,San José,San José,Hatillo,Secundaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,43,Mujer,Secundaria Incompleta,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,Si,Si,Si,Si,No,Si,Si,Si,Heterosexual,Si,Si,Hace 16 a 30 días,Si,Si
Mujer,54,Cartago,Cartago,Occidental,Primaria Incompleta,No,Desocupado,No aplica,Soltero (a),Si,54,Mujer,Primaria Incompleta,Desocupados,Si,Si,Madera,No,Dos,Uno,Ninguno,No,Si,No,No,No,No,No,Si,Si,Prefiero no decirlo,No,No,Ayer,No,No
Hombre,65,Alajuela,Guatuso,San Rafael,Secundaria Completa,No,Estudiante,No aplica,Soltero (a),No,65,Hombre,Secundaria Incompleta,Pensionados,No,No,Cerámica '/' Porcelanato,Si,Cuatro,Dos,Dos,Si,Si,Si,No,No,Si,Si,Si,No,Heterosexual,Si,Si,Más de 30 días a 3 meses,No,Si
Mujer,39,San José,Desamparados,Gravilias,Secundaria Incompleta,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,51,Hombre,Primaria Completa,Desocupados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,Si,No,No,No,No,No,Heterosexual,No,No,Ayer,No,No
Mujer,24,Limón,Matina,Batán,Secundaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,24,Mujer,Secundaria Completa,Estudiantes,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,Si,Si,Si,Si,No,Si,Si,No,Otros,No,No,Ayer,Si,Si
Mujer,30,Alajuela,Alajuela,Alajuela,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),No,58,Hombre,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",No,No,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Tres,Tres,Uno,No,Si,No,No,Si,No,Si,Si,No,Heterosexual,No,Si,Ayer,No,Si
Mujer,27,San José,Pérez Zeledón,San Isidro de El General,Universitaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,27,Mujer,Universitaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Hace 2 a 7 días,Si,Si
Mujer,48,San José,Curridabat,Curridabat,Universitaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,48,Mujer,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,Si,Cuatro,Dos,Uno,Si,Si,Si,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,50,Heredia,San Rafael,Angeles,Secundaria Completa,Si,Ocupado,Presencial,Separado(a) '/' Divorciado (a),Si,50,Hombre,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,Si,No,Si,Si,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,No
Hombre,39,Alajuela,Atenas,Escobal,Primaria Completa,No,Ocupado,No aplica,Casado (a)'/' Unión Libre,Si,39,Hombre,Primaria Completa,Desocupados,Si,Si,Tierra,No,Dos,Uno,Ninguno,No,Si,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,No,No
Mujer,48,Cartago,Oreamuno,Cipreses,Posgrado,Si,Ocupado,Presencial,Separado(a) '/' Divorciado (a),Si,48,Mujer,Posgrado,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,Si,Tres,Tres,Uno,Si,Si,Si,Si,No,Si,Si,Si,Si,Bisexual,Si,Si,Ayer,Si,Si
Mujer,31,Limón,Limón,Limón,Secundaria Incompleta,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,31,Mujer,Secundaria Incompleta,Ocupaciones elementales (No calificados),Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Ninguno,No,No,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,Si,No
Hombre,40,Cartago,Cartago,Dulce Nombre,Secundaria Completa,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,Si,40,Hombre,Secundaria Completa,Desocupados,No,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,No,Si,Otros,No,No,Ayer,No,No
Mujer,21,Heredia,Heredia,Mercedes,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),No,25,Mujer,Universitaria Incompleta,Desocupados,Si,No,Cemento (Pulido o no Pulido),No,Dos,Uno,Uno,No,No,Si,No,Si,No,Si,Si,No,Bisexual,Si,No,Ayer,No,Si
Mujer,49,San José,San José,San Sebastián,Secundaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,49,Mujer,Secundaria Incompleta,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,Si,Si,No,No,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,24,Heredia,Belén,Rivera,Secundaria Completa,Si,Ocupado,Teletrabajo,Soltero (a),Si,24,Mujer,Secundaria Completa,"Operadores de instalaciones, maquinarias y ensambladores (Montaje)",Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,Si,No,No,No,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,35,Limón,Talamanca,Bratsi,Primaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,35,Hombre,Primaria Incompleta,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Tierra,Si,Uno,Uno,Ninguno,No,No,No,No,No,No,No,Si,Si,Prefiero no decirlo,No,No,Ayer,Si,No
Mujer,35,San José,Pérez Zeledón,San Isidro de El General,Universitaria Completa,No,Estudiante,No aplica,Casado (a)'/' Unión Libre,No,30,Hombre,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cemento (Pulido o no Pulido),No,Uno,Uno,Ninguno,No,No,No,No,Si,No,No,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Mujer,26,Heredia,Heredia,Heredia,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,26,Mujer,Universitaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Cinco,Cuatro,Tres,Si,Si,Si,Si,Si,Si,Si,Si,No,Homosexual,Si,Si,Ayer,No,Si
Mujer,32,Limón,Pococí,Roxana,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,32,Mujer,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,No,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,No,No,No,No,Si,Si,Si,No,Heterosexual,Si,No,Hace 2 a 7 días,No,Si
Mujer,30,Heredia,Heredia,San Francisco,Secundaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,30,Mujer,Secundaria Completa,Estudiantes,Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Uno,No,Si,No,No,Si,No,No,Si,Si,Prefiero no decirlo,No,No,Ayer,No,Si
Mujer,48,San José,Desamparados,Desamparados,Universitaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,53,Hombre,Universitaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,Si,Si,Si,No,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,33,Cartago,Turrialba,Turrialba,Universitaria Incompleta,Si,Ocupado,Hibrido,Soltero (a),Si,33,Mujer,Universitaria Incompleta,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,Si,No,No,Si,Si,No,Homosexual,Si,Si,Ayer,Si,Si
Mujer,34,Puntarenas,Osa,Palmar,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,34,Mujer,Universitaria Incompleta,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,24,San José,Aserrí,Salitrillo,Secundaria Incompleta,No,Ama de casa,No aplica,Soltero (a),Si,24,Mujer,Secundaria Incompleta,Personal de apoyo administrativo,Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,No,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,No
Mujer,44,San José,Tibás,Colima,Secundaria Incompleta,No,Ama de casa,No aplica,Separado(a) '/' Divorciado (a),Si,44,Mujer,Secundaria Incompleta,Desocupados,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,Si,Si,Prefiero no decirlo,No,No,Ayer,No,Si
Mujer,48,Guanacaste,Liberia,Liberia,Universitaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,48,Mujer,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Uno,No,Si,No,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,23,San José,Tibás,Colima,Universitaria Completa,Si,Ocupado,Hibrido,Soltero (a),Si,23,Mujer,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,Si,Siete,Tres,Tres,Si,Si,No,Si,Si,Si,Si,Si,Si,Homosexual,Si,Si,Hace 16 a 30 días,Si,Si
Hombre,19,Cartago,El Guarco,San Isidro,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),No,45,Hombre,Primaria Incompleta,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",No,No,Cerámica '/' Porcelanato,No,Cuatro,Uno,Dos,No,No,No,No,No,Si,Si,No,No,Prefiero no decirlo,No,No,Ayer,Si,Si
Mujer,34,Guanacaste,Liberia,Liberia,Secundaria Incompleta,No,Ama de casa,No aplica,Separado(a) '/' Divorciado (a),Si,34,Mujer,Secundaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,No,Si,Heterosexual,No,No,Ayer,No,Si
Hombre,60,Cartago,La Unión,San Rafael,Universitaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,60,Hombre,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",No,No,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,No,Si,No,No,No,No,Si,No,No,Heterosexual,Si,Si,Ayer,No,No
Mujer,31,Limón,Limón,Limón,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,31,Mujer,Universitaria Incompleta,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,No,Si,No,No,No,No,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,20,San José,Goicoechea,Purral,Secundaria Completa,No,Estudiante,No aplica,Soltero (a),No,35,Mujer,Universitaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,No,No,Cerámica '/' Porcelanato,Si,Tres,Uno,Dos,No,Si,Si,Si,Si,No,Si,Si,No,Bisexual,Si,Si,Ayer,No,Si
Hombre,48,Limón,Siquirres,Siquirres,Universitaria Incompleta,Si,Ocupado,Presencial,Separado(a) '/' Divorciado (a),Si,48,Hombre,Universitaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Madera,No,Tres,Uno,Uno,No,Si,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,Si,Si
Mujer,41,Heredia,Barva,San Roque,Universitaria Incompleta,No,Estudiante,No aplica,Casado (a)'/' Unión Libre,Si,41,Mujer,Universitaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Madera,Si,Dos,Dos,Uno,Si,Si,Si,Si,No,Si,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Hombre,52,Cartago,Cartago,Quebradilla,Universitaria Incompleta,Si,Ocupado,Hibrido,Viudo (a),Si,52,Hombre,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Cemento (Pulido o no Pulido),Si,Cuatro,Tres,Uno,No,Si,Si,No,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,No
Hombre,34,Alajuela,Grecia,Puente de Piedra,Primaria Incompleta,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,Si,34,Hombre,Primaria Incompleta,No remunerado,Si,Si,Madera,No,Uno,Uno,Ninguno,No,No,No,No,No,No,No,No,Si,Heterosexual,No,No,Más de 30 días a 3 meses,No,No
Mujer,20,San José,Tibás,León XIII,Secundaria Completa,No,Estudiante,No aplica,Soltero (a),No,50,Mujer,Secundaria Incompleta,"Nivel técnico, y profesional de nivel medio",No,Si,Cemento (Pulido o no Pulido),No,Dos,Dos,Ninguno,No,No,No,No,No,No,Si,Si,No,Heterosexual,Si,Si,Más de 30 días a 3 meses,No,No
Hombre,42,Puntarenas,Buenos Aires,Buenos Aires,Primaria Completa,No,Desocupado,No aplica,Soltero (a),No,42,Hombre,Primaria Completa,Desocupados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,No,Si,Prefiero no decirlo,No,No,Ayer,Si,No
Mujer,23,San José,Alajuelita,Alajuelita,Universitaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,28,Hombre,Secundaria Incompleta,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Tierra,No,Dos,Uno,Ninguno,No,Si,No,Si,No,No,No,No,No,Prefiero no decirlo,No,Si,Ayer,No,Si
Mujer,49,San José,Alajuelita,San Antonio,Secundaria Incompleta,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,Si,49,Mujer,Secundaria Incompleta,Desocupados,Si,Si,Madera,No,Dos,Uno,Uno,No,Si,No,No,No,No,Si,No,Si,Bisexual,No,No,Ayer,No,No
Mujer,62,San José,Montes de Oca,San Pedro,Universitaria Completa,No,Jubilado '/' pensionado,No aplica,Casado (a)'/' Unión Libre,Si,62,Mujer,Universitaria Completa,Pensionados,Si,Si,Cerámica '/' Porcelanato,Si,Tres,Dos,Uno,Si,Si,Si,Si,Si,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,40,San José,Goicoechea,Ipís,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,40,Mujer,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Ocho,Uno,Dos,No,Si,No,No,No,No,Si,Si,No,Homosexual,Si,Si,Ayer,No,Si
Mujer,26,San José,León Cortés,San Pablo,Secundaria Completa,Si,Ocupado,Hibrido,Soltero (a),No,58,Hombre,Primaria Incompleta,Ocupaciones elementales (No calificados),Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,No,No,Si,No,No,No,Si,Si,No,Heterosexual,No,No,Ayer,No,No
Mujer,41,Cartago,Cartago,Aguacaliente,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,41,Mujer,Secundaria Completa,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Ninguno,No,Si,No,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,36,San José,Montes de Oca,San Pedro,Universitaria Incompleta,No,Estudiante,No aplica,Soltero (a),Si,36,Mujer,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,No,Si,Si,Si,Si,Si,No,Heterosexual,No,No,Ayer,Si,Si
Mujer,58,San José,Pérez Zeledón,San Isidro de El General,Universitaria Completa,No,Jubilado '/' pensionado,No aplica,Soltero (a),Si,58,Mujer,Universitaria Completa,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,Si,No,No,No,No,Si,Si,No,Heterosexual,No,No,Ayer,Si,No
Mujer,32,San José,Vásquez de Coronado,San Rafael,Secundaria Completa,No,Desocupado,No aplica,Soltero (a),No,81,Hombre,Ninguno,Pensionados,No,No,Cemento (Pulido o no Pulido),No,Tres,Uno,Ninguno,No,No,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,No,No
Mujer,18,Heredia,San Rafael,Angeles,Secundaria Incompleta,No,Estudiante,No aplica,Soltero (a),No,48,Mujer,Universitaria Completa,Personal de apoyo administrativo,No,No,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,Si,No,No,No,No,No,Si,No,Heterosexual,No,No,Ayer,No,Si
Mujer,33,Puntarenas,Buenos Aires,Pilas,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,33,Mujer,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,Si,Dos,Uno,Uno,No,No,No,No,No,No,Si,No,Si,Heterosexual,Si,Si,Ayer,No,Si
Mujer,40,San José,Alajuelita,Alajuelita,Secundaria Incompleta,No,Desocupado,No aplica,Soltero (a),Si,40,Mujer,Secundaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,No,No,No,Si,Si,No,Heterosexual,No,No,Ayer,Si,Si
Mujer,36,Guanacaste,Nandayure,Bejuco,Primaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,36,Mujer,Primaria Incompleta,Personal de apoyo administrativo,Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Uno,No,No,Si,No,No,No,No,No,Si,Otros,Si,Si,Ayer,No,No
Mujer,46,San José,Montes de Oca,San Pedro,Universitaria Completa,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,Si,46,Mujer,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,Si,Tres,Uno,Uno,Si,Si,No,Si,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Hace 16 a 30 días,Si,Si
Mujer,48,Heredia,Heredia,Ulloa,Posgrado,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,No,50,Hombre,Universitaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Tres,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,No
Mujer,56,Cartago,La Unión,Tres Ríos,Posgrado,Si,Ocupado,Presencial,Separado(a) '/' Divorciado (a),Si,56,Mujer,Posgrado,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Dos,Tres,Uno,Si,Si,No,Si,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,No
Mujer,34,San José,Mora,Colón,Universitaria Incompleta,Si,Ocupado,Presencial,Separado(a) '/' Divorciado (a),Si,34,Mujer,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,Si,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,44,Heredia,Santa Bárbara,Purabá,Secundaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,44,Mujer,Secundaria Completa,Desocupados,Si,Si,Cerámica '/' Porcelanato,No,Cinco,Uno,Uno,Si,No,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,Si,No
Hombre,52,San José,San José,Zapote,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,52,Hombre,Universitaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Dos,Uno,Si,Si,Si,No,No,Si,Si,Si,No,Heterosexual,No,No,Ayer,No,Si
Mujer,40,Heredia,Barva,Barva,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,40,Mujer,Universitaria Completa,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",No,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Dos,Si,Si,Si,No,Si,Si,Si,Si,Si,Heterosexual,No,Si,Ayer,Si,No
Hombre,38,Alajuela,Valverde Vega,Sarchí Norte,Primaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,38,Hombre,Primaria Completa,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Uno,No,No,No,No,No,Si,No,Si,Si,Heterosexual,No,No,Ayer,No,No
Mujer,56,Guanacaste,Nandayure,Carmona,Secundaria Incompleta,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,69,Hombre,Universitaria Incompleta,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Tres,Si,Si,Si,No,No,Si,Si,Si,Si,Heterosexual,No,No,Ayer,Si,Si
Hombre,42,Guanacaste,Santa Cruz,Veintisiete de Abril,Secundaria Incompleta,No,Desocupado,No aplica,Soltero (a),No,68,Hombre,Universitaria Completa,Pensionados,Si,No,Cerámica '/' Porcelanato,No,Cinco,Dos,Uno,No,No,No,No,No,No,Si,No,No,Heterosexual,No,No,Ayer,Si,Si
Mujer,37,San José,Tibás,Cinco Esquinas,Secundaria Incompleta,Si,Ocupado,Teletrabajo,Soltero (a),No,65,Hombre,Universitaria Incompleta,Personal de apoyo administrativo,No,No,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,No,No,No,No,Si,Si,Si,No,Heterosexual,No,Si,Ayer,No,Si
Mujer,20,San José,San José,Hospital,Secundaria Incompleta,No,Estudiante,No aplica,Soltero (a),No,26,Mujer,Secundaria Completa,Personal de apoyo administrativo,Si,No,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,Si,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,No
Mujer,37,Alajuela,Alajuela,San Antonio,Secundaria Completa,Si,Ocupado,Presencial,Separado(a) '/' Divorciado (a),Si,37,Mujer,Secundaria Completa,"Operadores de instalaciones, maquinarias y ensambladores (Montaje)",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,Si,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,33,Cartago,Cartago,Carmen,Universitaria Incompleta,No,Estudiante,No aplica,Casado (a)'/' Unión Libre,No,34,Hombre,Secundaria Incompleta,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,Si,Si,No,No,No,No,Si,Si,Si,Otros,No,No,Hace 2 a 7 días,Si,No
Hombre,36,Heredia,San Rafael,San Rafael,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,36,Hombre,Universitaria Completa,Directivos y Gerentes,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Tres,Dos,Dos,Si,Si,Si,Si,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Hombre,46,Heredia,Sarapiquí,Puerto Viejo,Primaria Completa,No,Ocupado,No aplica,Casado (a)'/' Unión Libre,Si,46,Hombre,Primaria Completa,No remunerado,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,No,Si,Heterosexual,No,No,Ayer,No,No
Hombre,35,Heredia,Santa Bárbara,San Juan,Universitaria Completa,Si,Ocupado,Hibrido,Soltero (a),Si,35,Hombre,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,Si,Tres,Tres,Uno,No,No,No,No,No,No,No,Si,Si,Bisexual,Si,Si,Ayer,Si,No
Mujer,24,San José,Mora,Colón,Secundaria Incompleta,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,24,Mujer,Secundaria Incompleta,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Ninguno,No,Si,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,48,Guanacaste,Santa Cruz,Tamarindo,Universitaria Incompleta,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,48,Hombre,Universitaria Incompleta,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,Si,Dos,Dos,Uno,Si,Si,Si,Si,Si,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,43,Limón,Guácimo,Duacarí,Primaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,38,Hombre,Secundaria Incompleta,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,Si,No,No,No,No,Si,No,Si,Prefiero no decirlo,No,No,Ayer,Si,Si
Mujer,22,Heredia,San Rafael,San Rafael,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,22,Mujer,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Dos,Uno,Si,Si,No,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Hace 2 a 7 días,Si,Si
Mujer,28,San José,Desamparados,Desamparados,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,28,Mujer,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,Si,No,No,No,No,Si,Si,No,Homosexual,No,No,Ayer,No,No
